,Title,Company,Salaire_annuel_moyen,Département,Titre/Data,Titre/Data Analyst,Titre/Data Scientist,Titre/Developpeur,Titre/Business Intelligence,Titre/Consultant,Titre/Senior,Titre/Engineer,Titre/freelance,Data Analyst,Data Scientist,Developpeur,Business Intelligence,Consultant,Senior,Debutant,Cadre,Engineer,big data,NLP,CDI,CDD,freelance,Bac+5,Bac+4,Bac+3,Bac+2,Python,Pyspark,Java,Julia,JavaScript,PHP,C++,SQL,NoSQL,AWS,Azure,Kafka,SQL Server,Machine_learning,deep_learning,English
226,Développeur Front-End H/F,Ciss,27500.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
227,Développeur Full Stack H/F - Legaltech,Agrume,35000.0,69,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0
228,Développeur Full Stack H/F - Legaltech,Agrume,67500.0,69,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0
229,Lead Developpeur PHP H/F,E-Search,35000.0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0
230,Lead Developpeur PHP H/F,E-Search,67500.0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0
231,Développeur Front-End - ReactJS F/H,IKIGAI,39500.0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Développeur Front-End - ReactJS F/H,IKIGAI,40000.0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Développeur back-end H/F Start-Up Santé,AbilyCare,39500.0,75,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
234,Développeur back-end H/F Start-Up Santé,AbilyCare,40000.0,75,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
235,Développeur PHP / Symfony H/F,The Blockchain Group / IORGA,47500.0,92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,2,0,0,0,0,0,1,0,0
236,Développeur back-end H/F,SHAPE IT,43000.0,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
237,Développeur mobile H/F,SHAPE IT,40500.0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Développeur mobile H/F,SHAPE IT,43500.0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Développeur - Back-end PHP H/F,Les Habitués,40500.0,75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0
240,Développeur - Back-end PHP H/F,Les Habitués,43500.0,75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0
241,Développeur Front-End H/F,SHAPE IT,41500.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
242,Développeur Full Stack F/H,Groupagora,32500.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,3,0,2,0,0,0,0,0,0,0,0
243,Développeur .NET H/F,Natan (SSII),56500.0,75,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0
244,Développeur Informatique Frontend F/H,CIKABA,33000.0,69,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
245,Développeur Informatique Frontend F/H,CIKABA,37500.0,69,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
246,Développeur front / fullstack (JS / React) - H/F,Seyos,33000.0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
247,Développeur front / fullstack (JS / React) - H/F,Seyos,37500.0,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
248,Développeur Front-End H/F,GAC TECHNOLOGY,32000.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
249,Sénior développeur React full remote - H/F,Seyos,50000.0,75,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Développeur PHP - H/F - CDI - Lyon - Junior accepté,AXOPEN,32500.0,69,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
251,Développeur Java / Jalios - H/F,Seyos,40000.0,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
252,Développeur C# F/H,Groupagora,35000.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
253,Recrute DEV front la/le plus …,Mapado,43000.0,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
254,Développeur Web front (H/F),Kaffein Agency,32250.0,69,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
255,Développeur.se Web,VP&WHITE,35000.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
256,Developpeur Web H/F,STS,37500.0,69,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
257,Développeur Back-End H/F,AS Recrutement & Interim,42500.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Développeur back-end H/F,SHAPE IT,40500.0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
259,Développeur T-SQL F/H,GROUPAGORA,30500.0,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
260,Développeur AngularJS (H/F) / Freelance,HR-TEAM,475.0,92,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,2,0,1,1,0,0,1,0,0,0,0,1
261,Développeur .NET (F/H),Groupagora,35000.0,69,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Développeur PHP Laravel - Full remote (H/F),TimTek,40000.0,69,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,2,3,0,1,0,0,0,0,0,0,0,0
263,Developpeur iOS - Lyon,NonStop Consulting,40000.0,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Développeur Java H/F (junior accepté) - CDI - Lyon,AXOPEN,32500.0,69,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
265,DEVELOPPEUR WORDPRESS confirmé (h/f),3C-EVOLUTION,32000.0,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
266,Développeur Full Stack H/F,Gen'éthic,44000.0,69,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
267,Lead Developpeur React Native - Full Remote (40-45K€),NonStop Consulting,42500.0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Développeurs / ses Front-End H/F,Oncrawl,40000.0,33,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
269,Développeur Prestashop (H/F),Work&You,45000.0,33,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
270,Developpeur Web H/F,Vazyvit,25000.0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
271,Développeur Front - Intégrateur / Intégratrice junior - CDI...,Teamside,35000.0,33,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
272,Développeur Web Junior - back end H/F,23 quai des queyries,30000.0,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
273,Développeur PHP H/F,idéveloppement,33000.0,33,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
274,DEVELOPPEUR BACK JUNIOR PYTHON PHP,Displayce,35000.0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0
275,DEVELOPPEUR BACK JUNIOR PYTHON PHP,Displayce,38000.0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0
276,Développeur fullstack en CDI (75003),Hands,35000.0,75,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
277,Développeur fullstack en CDI (75003),Hands,38000.0,75,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
278,Développeur Pacbase (H/F) URGENT / Freelance,INFOTEL CONSEIL,475.0,33,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Développeur Pacbase (H/F) URGENT / Freelance,INFOTEL CONSEIL,34275.0,33,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Animateur/Développeur réseau (H/F),Groupe Ucar,475.0,92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Animateur/Développeur réseau (H/F),Groupe Ucar,34275.0,92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Developpeur(se) Full Stack H/F,BioSerenity,44000.0,75,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,0,1,0,2,0,0,0,0,0,0
283,DevOps (H/F) - CDI,Collective Thinking,60000.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
284,Développeur mobile H/F,Ubiwan,35000.0,33,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
285,2021-37827 - Concepteur(trice) / Développeur(euse) F/H - Gra...,DSI Pôle Emploi,41850.0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
286,Front-end developer H/F,Checkmyguest,50000.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
287,Développeur back-end H/F,Soan,30000.0,33,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
288,Développeur Java / Spring boot (H/F),AFD Tech,53000.0,75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
289,Développeur Java Angular (H/F-RQTH),Activus Group,40146.0,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0
290,Développeur Front-End H/F,wevalue consulting,60500.0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Développeur Symfony Junior F/H,My PepIT,45000.0,75,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,2,0,1,0,0,0,0,0,0,0,0
292,H/F Développeur Backend Web,Mapotempo,37500.0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
293,H/F Développeur Backend Web,Mapotempo,55000.0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
294,Développeur.se Full Stack Java en CDI !,ANEO,37500.0,92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,2,1,1,3,0,0,0,0,0,0,0,0
295,Développeur.se Full Stack Java en CDI !,ANEO,55000.0,92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,2,1,1,3,0,0,0,0,0,0,0,0
296,Développeur Kotlin H/F,MATEN,40000.0,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0
297,Développeur Full Stack H/F,GEORGES,36000.0,33,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
298,Développeur Java H/F,ARCESI NAQ,29250.0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Développeur Python (H/F),Invivoo,55000.0,75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0
300,Développeur Java H/F,Eksaé,40000.0,75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Développeur Frontend,Data Recrutement,85000.0,75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
302,Développeur Front-End H/F,PhantomBuster,55000.0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
303,Concepteur Développeur H/F,NEHS DIGITAL,37500.0,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
304,Développeur Front-End H/F,MYSCRIPT,42500.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
305,Développeur Front ReactJs Full Remote (H/F),Linking Talents,45000.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
306,Développeur(se) PHP H/F,FORTIL OUEST,40000.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0
307,Développeur(se) PHP H/F,FORTIL OUEST,41000.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0
308,Développeur iOS H/F,Dauphine Consulting,40000.0,92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Développeur iOS H/F,Dauphine Consulting,41000.0,92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Développeur junior H/F,BREIDIC,30500.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
311,Développeur Python H/F,ACII,36000.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
312,Développeur Full Stack (H/F),EDGCo,32981.5,44,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
313,Développeur Node H/F,My PepIT,52500.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
314,Développeur Windev H/F,ACANTECH,29500.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
315,Developpeur Full Stack JS H/F,Agilematch,35000.0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
316,Développeur Full Stack H/F,HR TEAM,60000.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Développeur(euse) PHP/Symfony,L'Ecole de design Nantes Atlantique,24115.5,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
318,Développeur(euse) PHP/Symfony,L'Ecole de design Nantes Atlantique,40000.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
319,Développeur Web Vue.js H/F,Ciorane,24115.5,92,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Développeur Web Vue.js H/F,Ciorane,40000.0,92,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Développeur logiciel embarqué,ABYLSEN,37500.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
322,Développeur logiciel embarqué,ABYLSEN,47500.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
323,Fullstack Web Developer - CDI (possible future association)...,OnTiime,37500.0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Fullstack Web Developer - CDI (possible future association)...,OnTiime,47500.0,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,"Développeur(euse) C, C++ H/F",FORTIL OUEST,37500.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
326,DEVELOPPEUR BACK RUBY ON RAILS h/f,Damien Gosset,52500.0,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Développeur(se) FullStack/ NodeJS VueJS H/F,FORTIL OUEST,40000.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0
328,DÉVELOPPEUR/SE SCALA CONFIRMÉ/E (H/F),Mind7 Consulting,38000.0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,Développeur Full Stack H/F,Compleo RH,55000.0,75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
330,Développeur Java Nantes H/F,SpikeeLabs,40000.0,44,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
331,Développeur(se) Java/J2EE,Scalian,36000.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Développeur(se) Java/J2EE,Scalian,52500.0,44,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Développeur back-end 1 an minimum (Rust / GRPC / PostgreSQL)...,Seyos,36000.0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
334,Développeur back-end 1 an minimum (Rust / GRPC / PostgreSQL)...,Seyos,52500.0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
335,Développeur Front-end ReactNative,ECOV,45000.0,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Coach Agile / DevOps,YCEO,50000.0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Developpeur Full Stack H/F,ACII,39000.0,44,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Developpeur Web H/F,BSK IMMOBILIER,45000.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Developpeur Web H/F,BSK IMMOBILIER,475.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Senior Developpeur Applicatif Cloud Azure / Freelance,TRSB,45000.0,92,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
